rnai_gene_name,strain_genotype,temp,trial_num,day_adult,dead_num,total_num
daf-16,daf-16(mgDf47); daf-2(e1370) 4x,20,2,13,2,5
daf-16,daf-16(mgDf47); daf-2(e1370) 4x,20,2,15,14,22
daf-16,daf-16(mgDf47); daf-2(e1370) 4x,20,2,16,8,12
daf-16,daf-16(mgDf47); daf-2(e1370) 4x,20,2,15,5,9
daf-16,daf-16(mgDf47); daf-2(e1370) 4x,20,2,11,1,10
daf-16,daf-16(mgDf47); daf-2(e1370) 4x,20,2,11,0,10
daf-16,daf-16(mgDf47); daf-2(e1370) 4x,20,2,16,4,4
daf-16,daf-2 (e1370),20,1,21,25,28
daf-16,daf-2 (e1370),20,1,15,15,29
daf-16,daf-2 (e1370),20,1,23,18,18
daf-16,daf-2 (e1370),20,1,17,22,24
daf-16,daf-2 (e1370),20,1,13,4,35
daf-16,daf-2 (e1370),20,1,4,0,16
daf-16,daf-2 (e1370),20,1,11,0,19
daf-16,daf-2 (e1370),20,1,19,22,22
daf-16,daf-2 (e1370),20,1,7,1,14
daf-16,daf-2 (e1370),20,1,9,4,21
daf-16,daf-2 (e1370),20,2,23,17,17
daf-16,daf-2 (e1370),20,2,23,23,23
daf-16,daf-2 (e1370),20,2,23,15,15
daf-16,daf-2 (e1370),20,2,23,11,11
daf-16,daf-2 (e1370),20,2,23,14,14
daf-16,daf-2 (e1370),20,2,21,14,14
daf-16,daf-2 (e1370),20,2,21,19,19
daf-16,daf-2 (e1370),20,2,21,28,28
daf-16,daf-2 (e1370),20,2,11,4,20
daf-16,daf-2 (e1370),20,2,7,0,27
daf-16,daf-2 (e1370),20,2,17,19,25
daf-16,daf-2 (e1370),20,2,17,16,29
daf-16,daf-2 (e1370),20,2,7,0,19
daf-16,daf-2 (e1370),20,2,7,0,26
daf-16,daf-2 (e1370),20,2,7,0,12
daf-16,daf-2 (e1370),20,2,11,1,23
daf-16,daf-2 (e1370),20,2,11,1,8
daf-16,daf-2 (e1370),20,2,17,14,16
daf-16,daf-2 (e1370),20,2,19,5,5
daf-16,daf-2 (e1370),20,2,13,4,15
daf-16,daf-2 (e1370),20,2,17,7,22
daf-16,daf-2 (e1370),20,2,7,0,11
daf-16,daf-2 (e1370),20,2,9,0,22
daf-16,daf-2 (e1370),20,2,21,9,9
daf-16,daf-2 (e1370),20,2,15,17,22
daf-16,daf-2 (e1370),20,2,21,8,8
daf-16,daf-2 (e1370),20,2,19,12,14
daf-16,daf-2 (e1370),20,2,19,27,27
daf-16,daf-2 (e1370),20,2,9,0,26
daf-16,daf-2 (e1370),20,2,11,1,23
daf-16,daf-2 (e1370),20,2,13,1,5
daf-16,daf-2 (e1370),20,2,13,0,9
daf-16,daf-2 (e1370),20,2,19,12,13
daf-16,daf-2 (e1370),20,2,19,20,21
daf-16,daf-2 (e1370),20,2,13,2,24
daf-16,daf-2 (e1370),20,2,17,19,29
daf-16,daf-2 (e1370),20,2,9,0,27
daf-16,daf-2 (e1370),20,2,9,0,20
daf-16,daf-2 (e1370),20,2,15,7,8
daf-16,daf-2 (e1370),20,2,23,21,21
daf-16,daf-2 (e1370),20,2,21,30,30
daf-16,daf-2 (e1370),20,2,11,1,13
daf-16,daf-2 (e1370),20,2,11,2,36
daf-16,daf-2 (e1370),20,2,9,0,22
daf-16,daf-2 (e1370),20,2,13,6,17
daf-16,daf-2 (e1370),20,2,15,6,19
daf-16,daf-2 (e1370),20,2,17,22,30
daf-16,daf-2 (e1370),20,2,15,5,12
daf-16,daf-2 (e1370),20,2,13,3,19
daf-16,daf-2 (e1370),20,2,9,0,12
daf-16,daf-2 (e1370),20,2,15,7,40
daf-16,daf-2 (e1370),20,2,15,6,15
daf-16,daf-2 (e1370),20,2,7,0,18
daf-16,daf-2 (e1370),20,2,4,0,28
daf-16,WT,20,1,12,11,29
daf-16,WT,20,1,21,20,26
daf-16,WT,20,1,17,17,17
daf-16,WT,20,1,12,6,8
daf-16,WT,20,1,10,5,18
daf-16,WT,20,1,12,9,11
daf-16,WT,20,1,12,2,34
daf-16,WT,20,1,10,8,14
daf-16,WT,20,1,12,13,19
daf-16,WT,20,1,17,15,16
daf-16,WT,20,1,19,15,23
daf-16,WT,20,1,19,19,19
daf-16,WT,20,1,15,18,18
daf-16,WT,20,1,17,9,16
daf-16,WT,20,1,21,18,18
daf-16,WT,20,1,15,22,35
daf-16,WT,20,1,10,5,28
daf-16,WT,20,1,8,1,25
daf-16,WT,20,1,17,24,24
daf-16,WT,20,1,21,15,15
daf-16,WT,20,1,6,0,20
daf-16,WT,20,1,21,11,11
daf-16,WT,20,1,15,22,22
daf-16,WT,20,1,17,12,12
daf-16,WT,20,1,21,9,9
daf-16,WT,20,1,8,0,36
daf-16,WT,20,1,19,12,19
daf-16,WT,20,1,6,0,17
daf-16,WT,20,1,6,0,24
daf-16,WT,20,1,15,4,11
daf-16,WT,20,1,19,28,33
daf-16,WT,20,1,10,3,15
daf-16,WT,20,1,4,0,19
daf-16,WT,20,1,8,0,18
daf-16,WT,20,1,19,19,19
daf-16,WT,20,1,8,0,7
daf-16,WT,20,1,10,0,18
daf-16,WT,20,1,6,0,21
daf-16,WT,20,1,4,0,27
daf-16,WT,20,1,6,0,9
daf-16,WT,20,1,8,0,13
daf-16,WT,20,1,15,13,30
daf-16,WT,20,1,4,0,14
daf-16,WT,20,1,4,0,5
daf-16,WT,20,1,4,0,10
daf-16,WT,20,2,12,12,13
daf-16,WT,20,2,12,9,15
daf-16,WT,20,2,19,19,19
daf-16,WT,20,2,17,16,17
daf-16,WT,20,2,12,7,13
daf-16,WT,20,2,21,19,19
daf-16,WT,20,2,17,12,20
daf-16,WT,20,2,12,3,18
daf-16,WT,20,2,17,21,25
daf-16,WT,20,2,17,27,28
daf-16,WT,20,2,19,17,20
daf-16,WT,20,2,21,17,17
daf-16,WT,20,2,17,11,14
daf-16,WT,20,2,10,9,29
daf-16,WT,20,2,21,11,11
daf-16,WT,20,2,6,0,21
daf-16,WT,20,2,21,23,23
daf-16,WT,20,2,10,5,21
daf-16,WT,20,2,15,18,18
daf-16,WT,20,2,10,7,25
daf-16,WT,20,2,10,2,19
daf-16,WT,20,2,6,0,18
daf-16,WT,20,2,8,0,28
daf-16,WT,20,2,10,5,15
daf-16,WT,20,2,8,1,22
daf-16,WT,20,2,15,24,25
daf-16,WT,20,2,19,15,21
daf-16,WT,20,2,6,0,15
daf-16,WT,20,2,6,0,36
daf-16,WT,20,2,12,14,16
daf-16,WT,20,2,15,14,14
daf-16,WT,20,2,15,22,28
daf-16,WT,20,2,8,1,27
daf-16,WT,20,2,21,10,14
daf-16,WT,20,2,19,25,28
daf-16,WT,20,2,4,0,27
daf-16,WT,20,2,15,11,18
daf-16,WT,20,2,8,0,17
daf-16,WT,20,2,4,0,8
daf-16,WT,20,2,4,0,17
daf-16,WT,20,2,6,0,21
daf-16,WT,20,2,8,0,13
daf-16,WT,20,2,4,0,28
daf-16,WT,20,2,4,0,14
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,15,7,9
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,6,0,6
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,11,6,32
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,4,0,11
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,11,0,15
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,10,2,25
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,19,6,6
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,25,5,5
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,26,9,9
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,26,5,5
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,18,22,23
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,6,0,25
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,14,16,30
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,8,0,17
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,11,1,14
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,8,0,14
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,8,0,26
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,6,0,26
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,15,9,28
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,19,6,6
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,8,0,28
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,14,1,2
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,12,9,15
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,21,6,6
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,23,26,26
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,11,4,27
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,14,10,16
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,10,0,11
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,17,6,6
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,10,1,22
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,17,1,2
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,21,13,14
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,6,0,22
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,12,8,10
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,12,3,7
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,6,0,12
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,12,5,16
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,21,5,5
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,17,9,9
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,15,16,23
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,18,2,2
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,15,4,5
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,19,5,8
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,23,2,2
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,18,18,18
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,4,0,25
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,21,7,13
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,17,20,22
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,18,6,6
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,21,3,3
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,25,3,3
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,19,1,1
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,23,5,5
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,4,0,18
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,4,0,19
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,10,0,12
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,12,0,2
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,25,1,1
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,8,0,26
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,14,2,2
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,4,0,15
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,15,25,36
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,19,23,23
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,23,3,3
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,10,1,17
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,17,10,14
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,14,8,22
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,18,4,6
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,1,11,2,20
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,18,4,5
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,9,1,21
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,11,1,23
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,17,14,16
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,11,3,22
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,22,8,8
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,15,12,19
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,4,0,20
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,13,2,8
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,7,0,19
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,16,1,1
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,14,10,25
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,15,4,11
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,18,16,18
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,14,11,24
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,11,0,1
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,16,8,17
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,13,2,13
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,9,0,10
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,14,2,11
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,7,0,11
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,7,0,16
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,17,8,8
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,13,2,13
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,7,0,7
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,20,14,14
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,13,1,18
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,20,10,10
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,6,0,17
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,20,15,16
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,16,1,2
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,17,15,18
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,22,25,25
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,22,8,8
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,17,10,11
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,6,0,29
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,6,0,21
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,6,0,8
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,14,6,21
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,20,5,5
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,18,13,13
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,4,0,23
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,4,0,35
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,4,1,35
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,17,5,8
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,7,0,23
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,9,0,22
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,6,0,14
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,14,7,25
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,16,5,6
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,22,3,3
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,20,9,9
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,9,0,35
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,11,0,28
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,9,0,6
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,4,0,18
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,16,2,2
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,11,0,7
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,18,21,26
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,24,11,11
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,22,11,11
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,15,5,18
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,15,8,25
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,13,3,8
L4440,daf-16(mgDf47); daf-2(e1370) 4x,20,2,15,4,7
L4440,daf-2 (e1370),20,1,35,1,20
L4440,daf-2 (e1370),20,1,33,0,15
L4440,daf-2 (e1370),20,1,37,2,12
L4440,daf-2 (e1370),20,1,39,4,26
L4440,daf-2 (e1370),20,1,25,0,13
L4440,daf-2 (e1370),20,1,21,0,14
L4440,daf-2 (e1370),20,1,13,0,22
L4440,daf-2 (e1370),20,1,27,0,26
L4440,daf-2 (e1370),20,1,7,0,16
L4440,daf-2 (e1370),20,1,31,1,14
L4440,daf-2 (e1370),20,1,29,0,17
L4440,daf-2 (e1370),20,1,17,0,25
L4440,daf-2 (e1370),20,1,9,0,16
L4440,daf-2 (e1370),20,1,44,3,15
L4440,daf-2 (e1370),20,1,15,0,14
L4440,daf-2 (e1370),20,1,23,0,14
L4440,daf-2 (e1370),20,1,4,0,18
L4440,daf-2 (e1370),20,1,19,0,21
L4440,daf-2 (e1370),20,1,41,1,7
L4440,daf-2 (e1370),20,1,11,0,12
L4440,daf-2 (e1370),20,1,52,6,8
L4440,daf-2 (e1370),20,1,54,11,11
L4440,daf-2 (e1370),20,1,48,11,12
L4440,daf-2 (e1370),20,1,50,8,14
L4440,daf-2 (e1370),20,1,46,6,9
L4440,daf-2 (e1370),20,2,15,0,28
L4440,daf-2 (e1370),20,2,13,0,34
L4440,daf-2 (e1370),20,2,13,0,29
L4440,daf-2 (e1370),20,2,15,0,18
L4440,daf-2 (e1370),20,2,17,0,16
L4440,daf-2 (e1370),20,2,15,0,23
